longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.21,37.79,47,1543,307,859,292,2.9583,138800
-122.21,37.79,45,2115,533,1530,474,2.4167,139400
-122.21,37.79,35,1745,409,1143,386,2.875,143800
-122.21,37.79,34,2364,557,1517,516,2.8365,139200
-122.21,37.78,52,1477,300,1065,269,1.8472,137000
-122.21,37.78,52,1056,224,792,245,2.6583,142600
-122.21,37.78,49,898,244,779,245,3.0536,137500
-122.21,37.78,47,881,248,753,241,2.625,111300
-122.21,37.78,46,2239,508,1390,569,2.7352,137300
-122.21,37.78,44,1729,414,1240,393,2.3125,102800
-122.21,37.78,43,1702,460,1227,407,1.7188,126800
-122.21,37.77,52,591,173,353,137,4.0904,80600
-122.21,37.77,46,1234,375,1183,354,2.3309,98700
-122.21,37.77,43,1017,328,836,277,2.2604,100000
-122.21,37.76,52,1420,314,1085,300,1.7546,80600
-122.21,37.52,18,2962,945,1639,851,2.7399,87500
-122.21,37.49,24,2528,947,2437,861,2.2746,225000
-122.21,37.48,39,1535,340,1204,370,2.8482,247200
-122.21,37.48,37,1326,335,1771,335,3.0147,218100
-122.21,37.47,43,733,162,497,175,3.2708,255300
-122.21,37.47,26,1777,555,1966,497,3.0472,211000
-122.21,37.46,48,2560,322,921,301,10.8758,500001
-122.21,37.46,40,1777,207,577,207,15.0001,500001
-122.21,37.44,35,1140,193,486,199,4.6908,500001
-122.21,37.43,33,1606,254,727,271,8.6963,500001
-122.21,37.43,23,5741,1012,1843,888,5.7211,500001
-122.21,37.43,20,975,134,324,146,9.7796,500001
-122.21,37.42,28,564,72,191,79,11.9666,500001
-122.21,37.38,28,4518,578,1489,559,11.3176,500001
-122.21,37.37,34,1476,217,613,223,8.2883,500001
-122.22,39.51,17,1201,268,555,277,2.1,66900
-122.22,38.15,7,5129,820,2824,738,5.5138,171100
-122.22,38.12,15,14125,2344,6456,2147,5.1014,179500
-122.22,38.11,43,1939,353,968,392,3.1848,112700
-122.22,38.1,44,3013,563,1353,512,3.4559,111900
-122.22,38.1,44,2256,451,1057,426,3.1204,110800
-122.22,38.1,40,2549,478,1275,494,2.9469,111600
-122.22,38.09,47,2161,440,966,360,2.2734,88700
-122.22,38.08,37,4590,857,2920,832,3.436,94800
-122.22,38.07,4,15654,2394,7025,2168,5.8171,225200
-122.22,37.86,21,7099,1106,2401,1138,8.3014,358500
-122.22,37.82,42,2991,335,1018,335,13.499,500001
-122.22,37.82,39,2492,310,808,315,11.8603,500001
-122.22,37.81,52,2927,402,1021,380,8.1564,390100
-122.22,37.81,52,2024,339,756,340,4.072,270100
-122.22,37.81,52,1971,335,765,308,6.5217,273700
-122.22,37.8,52,2721,541,1185,515,4.5428,239800
-122.22,37.8,52,2286,464,1073,441,3.0298,199600
-122.22,37.8,52,2183,465,1129,460,3.2632,227700
-122.22,37.79,52,3424,690,2273,685,3.9048,164700
-122.22,37.79,49,1826,450,1201,424,2.5,136700
-122.22,37.79,46,2366,575,1647,527,2.6042,124700
-122.22,37.79,44,1487,314,961,272,3.5156,109500
-122.22,37.79,38,3049,711,2167,659,2.7969,141700
-122.22,37.78,51,1637,463,1543,393,2.489,119100
-122.22,37.78,50,1920,530,1525,477,1.4886,128800
-122.22,37.78,44,2968,710,2269,610,2.3906,111700
-122.22,37.78,44,1678,514,1700,495,2.0801,131900
-122.22,37.77,52,391,128,520,138,1.6471,95000
-122.22,37.77,52,1137,301,866,259,2.59,96400
-122.22,37.77,40,494,114,547,135,2.8015,114800
-122.22,37.48,47,2570,783,3107,724,2.8058,229500
-122.22,37.48,34,1541,584,1564,558,2.56,250000
-122.22,37.47,28,5956,1612,3571,1549,3.1864,272800
-122.22,37.47,23,7740,1943,4124,1743,3.3268,322800
-122.22,37.46,37,2586,495,1208,502,4.3214,342700
-122.22,37.46,13,2888,546,1182,504,6.0255,409300
-122.22,37.44,32,4281,501,1318,484,15.0001,500001
-122.22,37.4,32,2297,287,814,283,15.0001,500001
-122.22,37.37,26,440,202,322,218,5.1831,350000
-122.22,37.36,34,1559,243,600,242,8.7382,500001
-122.23,40.63,16,1141,220,563,200,2.3287,130700
-122.23,40.4,18,2102,377,1059,384,3.0556,95500
-122.23,40.32,10,2336,426,1003,368,3.0833,81300
-122.23,40.2,17,762,138,322,139,4.2917,128800
-122.23,39.95,21,2087,382,888,361,2.207,86400
-122.23,39.86,21,1730,350,982,322,1.8375,79800
-122.23,39.75,16,2026,396,1031,382,1.9375,73100
-122.23,39.53,8,1268,336,1237,326,1.3708,125000
-122.23,38.33,31,3440,574,1538,537,5.5368,325900
-122.23,38.17,45,350,66,225,72,1.8942,216700
-122.23,38.15,33,1253,238,753,236,1.756,86400
-122.23,38.14,36,1412,260,792,268,2.3056,90400
-122.23,38.13,29,5154,1084,2459,1019,3.2664,142900
-122.23,38.12,49,2715,435,1006,429,4.2308,145800
-122.23,38.11,47,3007,524,1152,486,4,141500
-122.23,38.1,47,1303,278,694,269,2.5969,92800
-122.23,38.1,46,4143,895,2240,847,2.4201,92800
-122.23,38.09,26,4397,997,2539,965,2.4875,90000
-122.23,38.06,52,1350,266,490,257,3.125,171100
-122.23,38.05,52,1736,358,638,297,2.5517,147100
-122.23,37.88,41,880,129,322,126,8.3252,452600
-122.23,37.85,52,2800,411,1061,403,6.3434,373600
-122.23,37.84,50,2515,399,970,373,5.8596,327600
-122.23,37.84,47,3175,454,1098,485,5.2868,347600
-122.23,37.83,52,2990,379,947,361,7.8772,500001
-122.23,37.82,52,3494,396,1192,383,12.3804,500001
-122.23,37.82,52,3242,366,1001,352,12.2138,500001
-122.23,37.82,52,3051,381,1005,369,8.1872,466100
-122.23,37.82,52,1611,203,556,179,8.7477,500001
-122.23,37.81,52,2814,365,878,352,7.508,348700
-122.23,37.81,52,2315,292,861,258,8.8793,410300
-122.23,37.81,52,1433,229,612,213,4.7708,314700
-122.23,37.8,52,783,184,488,186,1.9375,126600
-122.23,37.8,52,2033,486,787,459,3.1603,269500
-122.23,37.8,52,1252,299,844,280,2.3929,111900
-122.23,37.8,52,1192,289,772,257,2.3833,146900
-122.23,37.8,51,1590,414,949,392,1.9028,127900
-122.23,37.8,50,1746,480,1149,415,2.25,123500
-122.23,37.79,52,1783,395,1659,412,2.9357,107900
-122.23,37.79,49,1175,217,859,219,2.293,106300
-122.23,37.79,48,1696,396,1481,343,2.0375,122500
-122.23,37.79,40,930,199,564,184,1.3281,113300
-122.23,37.79,30,999,264,1011,263,1.8854,137500
-122.23,37.79,30,610,145,425,140,1.6198,122700
-122.23,37.78,52,986,258,1008,255,1.4844,119400
-122.23,37.78,44,2340,825,2813,751,1.6009,118100
-122.23,37.78,43,1420,472,1506,438,1.9338,112500
-122.23,37.77,52,772,179,409,160,3.3214,189600
-122.23,37.77,52,769,206,612,183,2.57,72000
-122.23,37.76,52,3037,516,1242,518,5.2128,289900
-122.23,37.76,52,3011,542,1303,535,5.1039,273800
-122.23,37.76,52,2269,323,805,321,4.7188,335300
-122.23,37.76,52,1705,246,658,253,5.75,306300
-122.23,37.76,52,1316,177,378,162,5.2915,333000
-122.23,37.49,11,840,329,1338,345,2.3333,241700
-122.23,37.48,33,3108,805,1895,717,3.3015,267700
-122.23,37.47,39,5264,1259,3057,1265,3.623,276600
-122.23,37.46,36,6090,1057,3081,1075,5.6629,343600
-122.23,37.46,33,2643,464,1015,427,4.2232,363700
-122.23,37.46,26,4670,1039,2103,933,4.4167,333800
-122.23,37.45,34,4177,723,1586,660,5.0457,395100
-122.23,37.45,29,1617,235,758,246,7.7932,469900
-122.23,37.42,16,1945,320,512,300,7.4542,500001
-122.24,40.51,23,2216,378,1006,338,4.559,116800
-122.24,40.45,27,1804,321,782,300,3.5978,80600
-122.24,40.19,29,1912,336,859,325,3.7,70500
-122.24,40.17,51,2378,584,1083,494,1.577,51900
-122.24,40.16,19,2500,509,1293,494,2.035,55100
-122.24,38.31,38,1938,301,823,285,6.1089,280800
-122.24,38.25,33,213,36,91,33,4.9167,187500
-122.24,38.14,15,8479,1759,5008,1646,3.724,131600
-122.24,38.13,37,3223,564,1325,539,4.0938,126900
-122.24,38.12,42,1625,255,578,243,4.0114,166900
-122.24,38.12,39,2967,500,1243,523,4.2902,152400
-122.24,38.11,52,2111,310,772,323,4.775,148200
-122.24,38.11,52,2050,492,1277,463,3.0507,107300
-122.24,38.1,49,1851,356,849,307,2.9432,103500
-122.24,38.07,13,5451,1194,2957,1081,2.6098,162500
-122.24,37.86,52,1668,225,517,214,7.8521,500001
-122.24,37.85,52,3726,474,1366,496,9.3959,500001
-122.24,37.85,52,1467,190,496,177,7.2574,352100
-122.24,37.85,37,334,54,98,47,4.9643,335000
-122.24,37.84,52,3529,574,1177,555,5.1773,389500
-122.24,37.83,52,2449,312,916,316,8.1194,471600
-122.24,37.83,52,1757,246,585,227,5.8948,457800
-122.24,37.83,41,2576,406,794,376,5.956,366100
-122.24,37.82,52,3665,517,1470,520,6.155,398600
-122.24,37.82,52,3481,751,1444,718,3.9,275700
-122.24,37.82,52,1509,225,674,244,4.9306,313400
-122.24,37.81,52,2513,502,1048,518,3.675,269900
-122.24,37.81,52,2485,313,953,327,6.8591,352400
-122.24,37.81,52,1490,238,634,256,6.0302,287300
-122.24,37.8,52,996,228,731,228,2.2697,127000
-122.24,37.8,52,888,168,360,175,2.1944,211500
-122.24,37.8,52,1803,420,1321,401,2.957,122800
-122.24,37.8,52,1591,373,1118,347,2.1563,128600
-122.24,37.8,52,1586,398,1006,335,2.1348,140600
-122.24,37.8,49,2838,749,1487,677,2.5238,169300
-122.24,37.8,47,2046,588,1213,554,2.6292,182700
-122.24,37.79,52,674,180,647,168,3.375,116100
-122.24,37.79,47,1372,395,1237,303,2.125,95500
-122.24,37.79,43,1626,376,1284,357,2.2542,112200
-122.24,37.79,39,1469,431,1464,389,2.1638,105500
-122.24,37.79,27,1632,492,1171,429,2.3173,125000
-122.24,37.77,52,1711,386,885,373,3.6417,206300
-122.24,37.77,52,1153,235,481,223,2.6411,241000
-122.24,37.77,43,955,284,585,266,2.3882,162500
-122.24,37.76,52,2646,581,1128,522,3.0718,266700
-122.24,37.76,52,2567,436,1119,415,4.6094,229300
-122.24,37.76,52,2504,516,979,472,3.4762,244000
-122.24,37.76,52,1846,471,827,446,2.6833,240900
-122.24,37.76,49,2428,525,1110,492,3.6719,229800
-122.24,37.75,27,4051,753,1499,797,4.8711,286600
-122.24,37.73,21,7031,1249,2930,1235,4.5213,228400
-122.24,37.72,5,18634,2885,7427,2718,7.611,350700
-122.24,37.49,30,2956,590,1191,594,3.7463,427600
-122.24,37.49,19,322,112,191,102,2.5833,500001
-122.24,37.48,47,2423,407,1010,407,6.2154,362700
-122.24,37.48,45,4126,696,1722,668,4.8966,362100
-122.24,37.48,40,4459,1027,2080,982,3.5322,361900
-122.24,37.47,41,1183,203,455,171,5.1071,314100
-122.24,37.47,40,1504,270,689,287,6.1244,308800
-122.24,37.47,36,2021,433,1117,432,3.929,303100
-122.24,37.47,35,2283,491,1148,436,4.5556,318600
-122.24,37.46,36,4686,781,2254,845,6.1043,343500
-122.24,37.43,36,2410,361,934,377,7.652,500001
-122.25,40.66,15,2771,546,1423,505,3.6413,108500
-122.25,40.6,16,2753,494,1414,459,3.8323,128300
-122.25,40.42,17,1429,265,692,245,2.8611,98700
-122.25,40.17,47,1554,308,846,301,1.8077,54100
-122.25,40.17,19,3182,630,1741,642,1.9727,64900
-122.25,39.79,16,2127,412,1104,369,3.0469,72200
-122.25,38.17,34,778,137,406,136,4.2955,121300
-122.25,38.15,24,2917,543,1878,531,3.7014,123600
-122.25,38.12,47,1339,298,794,286,2.5865,109800
-122.25,38.11,52,2846,705,1519,620,2.1976,97900
-122.25,38.11,49,2365,504,1131,458,2.6133,103100
-122.25,38.1,52,248,86,173,69,2.3,109400
-122.25,38.1,52,2315,556,1113,486,2.5042,147900
-122.25,38.1,52,1780,373,824,317,2.75,109900
-122.25,38.1,52,1591,372,817,357,2.1411,97200
-122.25,38.09,48,833,188,652,165,2.2417,87900
-122.25,38.05,30,1255,297,779,307,1.6767,147700
-122.25,38.03,15,3338,532,1834,520,5.6293,197600
-122.25,38,16,2978,411,1531,400,6.5006,237700
-122.25,37.89,42,2863,460,1031,448,6.7138,368600
-122.25,37.89,37,3000,457,987,450,7.5385,350000
-122.25,37.87,52,609,236,1349,250,1.1696,500001
-122.25,37.87,42,1756,465,2184,422,2.5562,371400
-122.25,37.87,41,685,141,266,123,5.2289,384600
-122.25,37.86,52,4048,663,1316,590,5.3794,376900
-122.25,37.86,52,1709,318,719,295,5.0463,456300
-122.25,37.86,52,1587,444,878,449,1.7652,336800
-122.25,37.86,52,1389,191,514,202,7.0897,446200
-122.25,37.86,48,2153,517,1656,459,3.0417,489600
-122.25,37.85,52,919,213,413,193,4.0368,269700
-122.25,37.85,52,1627,280,565,259,3.8462,342200
-122.25,37.85,52,1274,235,558,219,5.6431,341300
-122.25,37.84,52,3549,707,1551,714,3.6912,261100
-122.25,37.84,52,3104,687,1157,647,3.12,241400
-122.25,37.84,52,2535,489,1094,514,3.6591,299200
-122.25,37.83,52,4190,1105,1786,1037,3.0897,234100
-122.25,37.83,52,2376,559,939,519,3.1484,224100
-122.25,37.83,52,1279,287,534,291,3.1429,231600
-122.25,37.83,28,5022,1750,2558,1661,2.4234,218500
-122.25,37.82,52,1424,289,550,253,5.0917,262500
-122.25,37.82,32,3809,1098,1806,1022,2.6429,218500
-122.25,37.82,28,3337,855,1520,802,3.9063,225000
-122.25,37.81,52,2155,701,895,613,2.5795,350000
-122.25,37.81,52,1758,460,686,422,3.1691,259400
-122.25,37.81,46,3232,835,1373,747,3.225,218800
-122.25,37.81,39,854,242,389,228,3.125,237500
-122.25,37.81,29,4656,1414,2304,1250,2.4912,257800
-122.25,37.81,28,5806,1603,2563,1497,3.2177,273400
-122.25,37.8,43,2364,792,1359,722,2.1429,250000
-122.25,37.8,43,2344,647,1710,644,1.6504,151800
-122.25,37.8,41,1471,469,1062,413,1.6121,171400
-122.25,37.79,52,902,237,846,227,3.625,125000
-122.25,37.79,52,1339,391,1086,363,2.181,138800
-122.25,37.79,51,175,43,228,55,2.1,75000
-122.25,37.79,50,629,188,742,196,2.6458,125000
-122.25,37.79,45,1786,526,1475,460,1.7772,97500
-122.25,37.79,39,461,129,381,123,1.6,112500
-122.25,37.77,52,859,157,429,158,4.3098,197900
-122.25,37.77,52,2650,566,1468,567,3.0161,215700
-122.25,37.77,52,2156,458,872,445,3.2685,254200
-122.25,37.77,52,1038,220,482,215,3.1771,210200
-122.25,37.77,43,4329,1110,2086,1053,2.975,243400
-122.25,37.76,52,2876,648,1340,632,3.567,252900
-122.25,37.74,25,1914,365,897,390,4.4562,206200
-122.25,37.56,19,7976,1406,3437,1338,5.6396,430300
-122.25,37.53,16,4428,664,1677,623,7.6864,422500
-122.25,37.52,14,1472,291,876,292,4.3594,366000
-122.25,37.51,45,989,174,504,180,4.8382,289400
-122.25,37.5,45,1812,336,752,329,4.95,345000
-122.25,37.5,44,348,79,154,73,4.7708,253800
-122.25,37.49,44,4420,743,1790,735,6.142,394700
-122.25,37.49,43,2607,477,1225,461,4.224,349600
-122.25,37.49,40,2709,521,1156,510,4.6366,395500
-122.25,37.48,45,2743,390,974,400,7.1621,500001
-122.25,37.48,37,3507,569,1663,608,5.0863,440300
-122.25,37.46,33,6841,950,2681,980,7.1088,443300
-122.25,37.39,33,370,42,153,53,10.6514,500001
-122.25,37.08,20,1201,282,601,234,2.5556,177500
-122.26,41.66,17,1885,350,953,328,2.1607,61400
-122.26,40.58,14,2539,466,1271,438,3.9762,138500
-122.26,40.19,35,2467,469,1194,444,2.0425,63700
-122.26,38.57,22,509,103,139,73,2.1979,152800
-122.26,38.36,25,1821,344,349,179,6.9931,398800
-122.26,38.31,33,4518,704,1776,669,5.2444,281100
-122.26,38.29,10,969,160,482,180,6.5799,218100
-122.26,38.16,23,2840,491,1586,466,4.0337,130400
-122.26,38.15,26,3699,671,2388,699,4.0515,121900
-122.26,38.15,16,3921,727,2830,680,4.5053,123700
-122.26,38.14,34,963,159,392,176,4.0156,134700
-122.26,38.13,28,3072,790,1375,705,1.6368,91200
-122.26,38.12,28,3102,734,1623,639,3.1025,103700
-122.26,38.11,52,2573,639,1238,529,2.6708,109700
-122.26,38.11,52,1560,353,670,287,1.7411,98400
-122.26,38.1,30,3317,1058,1794,990,1.1835,133300
-122.26,38.1,24,1213,395,699,386,1.3007,94600
-122.26,38.04,41,2512,539,1179,480,2.694,123000
-122.26,38.03,41,1631,282,752,288,3.9345,150200
-122.26,38.03,25,2239,361,928,353,4.4474,203700
-122.26,38,6,678,104,318,91,5.2375,246400
-122.26,38,5,6265,908,3326,872,6.2073,272900
-122.26,38,14,2338,391,1003,398,4.2269,170500
-122.26,37.98,28,2038,329,947,349,5.1178,198000
-122.26,37.9,52,1927,279,705,288,7.8864,357300
-122.26,37.9,37,2220,335,903,362,7.8336,371300
-122.26,37.89,52,3706,531,1205,504,6.6828,370900
-122.26,37.89,52,3078,494,1005,462,6.381,342200
-122.26,37.88,52,2551,417,894,404,6.2425,391800
-122.26,37.88,52,2363,604,1558,573,2.944,338900
-122.26,37.88,52,2255,410,823,377,5.7979,415300
-122.26,37.88,52,1149,255,483,249,4.2788,332500
-122.26,37.87,52,2773,998,1721,949,1.1859,241700
-122.26,37.87,52,1087,371,3337,350,1.4012,175000
-122.26,37.86,52,3497,832,1493,794,2.9044,257400
-122.26,37.86,52,2888,604,1253,538,3.3893,241700
-122.26,37.86,35,5161,1744,3276,1742,1.6307,253600
-122.26,37.85,52,3618,768,1508,755,3.2619,309600
-122.26,37.85,52,2643,626,1212,620,1.9167,159200
-122.26,37.85,52,2491,474,1098,468,3.075,213500
-122.26,37.84,52,950,202,467,198,3.9643,188800
-122.26,37.84,52,696,191,345,174,2.6736,191300
-122.26,37.84,50,2239,455,990,419,1.9911,158700
-122.26,37.84,42,2555,665,1206,595,2.0804,226700
-122.26,37.83,52,1665,419,946,395,2.0978,155400
-122.26,37.83,52,1656,420,718,382,2.6768,182300
-122.26,37.83,52,1470,330,689,309,3.48,191400
-122.26,37.83,52,1443,311,660,292,3.0125,184400
-122.26,37.83,51,936,311,517,249,1.2852,150000
-122.26,37.82,40,624,195,423,160,0.9506,187500
-122.26,37.82,37,3633,1085,1838,980,2.6104,193100
-122.26,37.82,31,4596,1331,2048,1180,2.8345,183800
-122.26,37.81,34,5871,1914,2689,1789,2.8406,335700
-122.26,37.81,29,335,107,202,91,2.0062,125000
-122.26,37.8,36,5329,2477,3469,2323,2.0096,130000
-122.26,37.8,20,2373,779,1659,676,1.6929,115000
-122.26,37.78,52,970,217,528,208,3.3438,201300
-122.26,37.78,52,1045,239,496,216,2.9213,190800
-122.26,37.77,52,2097,444,915,413,2.9899,228100
-122.26,37.77,52,1848,479,921,477,2.875,234000
-122.26,37.77,52,1704,371,663,340,4.226,275000
-122.26,37.77,52,1670,350,793,299,2.9732,282100
-122.26,37.77,52,1565,315,637,297,4.7778,351800
-122.26,37.77,52,1210,168,411,172,3.3571,405400
-122.26,37.57,23,7995,1254,3484,1198,6.5948,404000
-122.26,37.55,17,1321,425,683,408,4.7045,500001
-122.26,37.54,5,3264,442,1607,453,9.1415,500001
-122.26,37.54,5,1649,388,779,376,6.9635,417300
-122.26,37.54,16,2118,333,770,318,7.2477,376000
-122.26,37.54,13,1422,295,395,195,5.3247,327800
-122.26,37.53,4,5233,1109,1690,907,6.2007,311800
-122.26,37.52,34,483,131,291,157,3.0833,256300
-122.26,37.51,46,672,149,351,136,5.3264,258100
-122.26,37.5,52,878,186,393,186,3.7045,360500
-122.26,37.5,44,6983,1131,2818,1115,5.6271,374800
-122.26,37.5,24,2307,510,842,507,3.6111,341500
-122.26,37.48,34,4453,682,1805,672,5.6038,451300
-122.26,37.46,26,5067,750,1996,728,7.0001,500001
-122.26,37.45,17,2742,441,986,421,5.9285,496000
-122.26,37.38,28,1103,164,415,154,7.8633,500001
-122.27,40.53,17,2255,416,1171,411,2.875,129800
-122.27,40.46,14,2633,530,1324,513,2.2768,78600
-122.27,38.68,18,742,142,343,119,3.1563,98400
-122.27,38.53,22,678,137,336,103,4.4,142500
-122.27,38.32,31,1267,319,545,297,1.9946,206800
-122.27,38.31,44,3030,589,1373,582,2.9054,155200
-122.27,38.29,36,1446,306,678,295,2.8409,153000
-122.27,38.29,20,3870,795,2088,774,3.3021,152700
-122.27,38.28,37,1170,303,766,302,2.6618,136200
-122.27,38.12,42,5266,1167,3124,1025,2.7375,120000
-122.27,38.04,47,1685,405,835,372,2.3103,134500
-122.27,38,15,1216,166,572,178,5.8418,240300
-122.27,38,12,1592,242,969,233,6.1576,248700
-122.27,37.99,16,4921,737,2312,725,5.8899,243200
-122.27,37.98,23,3455,479,1375,474,6.0289,218600
-122.27,37.97,10,15259,2275,7266,2338,6.0666,272400
-122.27,37.91,47,1930,315,692,296,6.3669,315500
-122.27,37.9,52,2079,273,684,275,7.9556,374400
-122.27,37.9,52,2041,270,671,253,6.9414,417500
-122.27,37.9,52,1803,240,572,236,6.174,358800
-122.27,37.9,42,1650,274,645,256,5.6228,375400
-122.27,37.89,52,3046,373,975,365,8.8342,430500
-122.27,37.89,52,2640,366,973,355,7.266,371100
-122.27,37.89,52,1978,293,723,272,5.3989,335600
-122.27,37.88,52,2803,930,1372,876,2.1907,271400
-122.27,37.88,52,1693,391,669,367,3.5417,287500
-122.27,37.88,44,2252,592,989,550,3.0132,272900
-122.27,37.88,37,2619,682,1152,616,2.52,277800
-122.27,37.87,52,3084,698,1424,694,2.7372,210200
-122.27,37.87,49,1350,368,707,350,2.8846,211300
-122.27,37.87,35,3218,1108,1675,1000,1.7464,216700
-122.27,37.87,30,1465,439,862,425,1.7778,268800
-122.27,37.86,52,834,186,494,175,3.15,206300
-122.27,37.86,52,1769,372,849,365,2.6914,218800
-122.27,37.86,52,1088,305,486,267,2.6071,250000
-122.27,37.86,49,2052,435,924,414,2.5417,182700
-122.27,37.85,52,4076,920,1800,815,2.7054,182300
-122.27,37.85,52,335,83,152,77,2.2841,106300
-122.27,37.85,52,1974,426,875,363,1.5817,153600
-122.27,37.85,52,1228,293,648,303,2.1202,155500
-122.27,37.85,50,1279,300,675,255,1.9028,150800
-122.27,37.85,47,2077,400,719,326,2.2431,172700
-122.27,37.85,47,1375,307,843,319,1.3785,142300
-122.27,37.85,42,1639,367,929,366,1.7135,159800
-122.27,37.85,40,751,184,409,166,1.3578,147500
-122.27,37.84,52,2436,541,1015,478,1.725,113900
-122.27,37.84,52,2224,437,1006,422,2.6,132600
-122.27,37.84,48,1922,409,1026,335,1.7969,110400
-122.27,37.83,51,2665,574,1258,536,2.7303,109700
-122.27,37.83,49,1655,366,754,329,1.375,104900
-122.27,37.83,49,1215,282,570,264,1.4861,97200
-122.27,37.83,48,1798,432,987,374,1.0972,104500
-122.27,37.82,43,1007,312,558,253,1.7348,137500
-122.27,37.82,41,3221,853,1959,720,1.1108,97500
-122.27,37.82,40,946,375,700,352,1.775,112500
-122.27,37.82,21,896,453,735,438,0.9218,171900
-122.27,37.81,52,210,56,183,56,1.1667,112500
-122.27,37.81,40,880,451,582,380,0.977,118800
-122.27,37.81,10,875,348,546,330,0.76,162500
-122.27,37.79,27,1055,347,718,302,2.6354,187500
-122.27,37.78,52,1408,280,718,265,2.6806,207900
-122.27,37.78,52,1222,264,630,265,3.7708,215300
-122.27,37.78,45,1169,263,723,286,3.9444,212900
-122.27,37.78,13,2020,535,959,486,5.2601,292700
-122.27,37.77,52,2388,559,1121,518,3.3269,234500
-122.27,37.77,52,2252,388,1033,434,5.5337,372000
-122.27,37.77,52,1731,377,872,363,4.1667,225800
-122.27,37.77,52,1710,481,849,457,2.7115,220800
-122.27,37.77,23,5679,1270,2690,1151,4.7695,291700
-122.27,37.74,28,6909,1554,2974,1484,3.6875,353900
-122.27,37.73,31,5785,1379,2973,1312,3.2689,231000
-122.27,37.56,5,4921,1179,1810,1073,5.6936,322200
-122.27,37.56,17,3211,847,1553,812,4.9434,292100
-122.27,37.55,16,4789,816,1840,763,6.7474,338200
-122.27,37.55,15,1958,282,811,284,8.1221,483300
-122.27,37.54,5,2140,420,990,394,6.035,438800
-122.27,37.54,16,3913,565,1752,557,7.3644,419700
-122.27,37.53,43,1145,230,586,254,3.5,267400
-122.27,37.52,35,1051,259,517,234,3.7,339700
-122.27,37.51,39,3996,793,1744,761,4.5075,364900
-122.27,37.47,44,3022,473,1235,477,6.7058,495900
-122.27,37.43,33,1601,223,629,215,15.0001,500001
-122.27,37.32,37,2607,534,1346,507,5.3951,277700
-122.27,37.24,30,2762,593,1581,502,5.1002,319400
-122.28,41.38,15,5266,1031,2147,885,2.8036,110100
-122.28,40.5,21,2405,476,1197,412,2.6488,83100
-122.28,38.32,12,4609,1005,2293,960,3.4543,194500
-122.28,38.3,23,526,152,245,130,2.0134,142500
-122.28,38.29,23,1398,388,1112,406,2.2366,140200
-122.28,38.22,42,106,18,40,25,7.5197,275000
-122.28,37.99,28,3801,622,1654,571,4.375,193300
-122.28,37.96,35,1579,243,734,264,5.5,201000
-122.28,37.91,41,3009,482,1053,490,5.828,324400
-122.28,37.91,38,2501,348,805,329,6.5576,358500
-122.28,37.9,52,2318,328,779,312,7.1754,362900
-122.28,37.9,52,2261,328,819,335,4.9083,346800
-122.28,37.9,52,1369,249,490,248,4.1212,287500
-122.28,37.9,49,3191,516,1148,507,6.3538,333700
-122.28,37.89,52,2616,473,1085,487,4.125,270900
-122.28,37.89,52,2070,329,722,306,5.4171,292000
-122.28,37.89,52,1225,169,412,168,5.7912,327100
-122.28,37.88,52,957,188,403,172,3.2344,245500
-122.28,37.88,52,2495,491,1058,464,4.1429,259600
-122.28,37.88,52,1909,416,811,406,3.006,227900
-122.28,37.88,52,1844,332,769,334,4.2614,261300
-122.28,37.88,52,1193,200,506,207,4.1912,254500
-122.28,37.88,52,1172,215,489,218,3.9167,235600
-122.28,37.87,52,1813,353,828,339,3.5625,191700
-122.28,37.87,52,1233,300,571,292,2.2788,182300
-122.28,37.87,46,3022,696,1293,675,2.543,220700
-122.28,37.87,46,1777,446,805,431,2.8676,212000
-122.28,37.86,52,938,195,393,189,3.8594,196400
-122.28,37.86,52,2031,450,958,445,1.9327,169900
-122.28,37.86,52,1659,367,788,346,2.8214,164300
-122.28,37.86,49,2932,668,1361,608,1.9798,147400
-122.28,37.86,41,2214,550,1213,568,2.2845,153100
-122.28,37.85,52,610,145,281,132,2.9018,119400
-122.28,37.85,52,2246,472,1005,449,2.4167,152700
-122.28,37.85,52,1898,421,1102,397,1.808,105500
-122.28,37.85,49,1130,244,607,239,2.4597,93800
-122.28,37.85,44,1025,198,506,204,1.73,147900
-122.28,37.84,52,729,160,395,155,1.6875,132000
-122.28,37.84,52,2153,481,1168,441,1.9615,115200
-122.28,37.84,50,2082,492,1131,473,1.6424,108900
-122.28,37.84,49,1916,447,863,378,1.9274,122300
-122.28,37.83,52,3108,813,1623,765,2.6997,126900
-122.28,37.83,52,1511,390,901,403,1.4103,103900
-122.28,37.82,52,945,243,576,220,1.4113,83100
-122.28,37.82,52,1489,335,728,244,0.8172,85300
-122.28,37.82,52,1387,341,1074,304,1.2171,80300
-122.28,37.82,52,1238,288,622,259,1.5057,87500
-122.28,37.82,52,1170,235,701,233,1.6098,87500
-122.28,37.81,52,773,143,377,115,2.4083,98200
-122.28,37.81,52,386,164,346,155,0.8075,137500
-122.28,37.81,52,340,97,200,87,1.5208,112500
-122.28,37.81,35,948,184,467,169,1.8088,118800
-122.28,37.81,19,1207,243,721,207,1.1111,108300
-122.28,37.81,17,924,289,609,289,1.5,162500
